time_s,q0,q1,q2,q3,wx_rad_s,wy_rad_s,wz_rad_s,euler_roll_deg,euler_pitch_deg,euler_yaw_deg,adcs_mode,pointing_error_arcsec
57.4,0.95938191,0.02831602,0.28032858,0.01415801,7.17e-05,7.55e-05,0.0009996,4.2334,32.4853,2.9248,Fine Point,49.58
57.5,0.95924117,0.02836401,0.28080372,0.01418201,5.59e-05,-3.87e-05,0.0010059,4.2437,32.5416,2.9332,Fine Point,31.3
57.6,0.9591002,0.028412,0.28127879,0.014206,6.12e-05,-0.0001346,0.0010071,4.2539,32.598,2.9416,Fine Point,54.96
57.7,0.95895899,0.02845998,0.28175379,0.01422999,-2.49e-05,6.26e-05,0.0009977,4.2642,32.6544,2.95,Fine Point,54.22
57.8,0.95881754,0.02850795,0.28222873,0.01425397,9.18e-05,0.0002932,0.0009824,4.2744,32.7108,2.9584,Fine Point,31.2
57.9,0.95867584,0.02855592,0.2827036,0.01427796,-5.95e-05,-4.61e-05,0.0009938,4.2847,32.7672,2.9668,Fine Point,57.08
58.0,0.95853392,0.02860388,0.28317839,0.01430194,-0.0001113,6.3e-06,0.0010042,4.2951,32.8236,2.9753,Fine Point,5.31
58.1,0.95839175,0.02865183,0.28365312,0.01432592,-0.0001359,-0.0001782,0.000989,4.3054,32.88,2.9837,Fine Point,78.92
58.2,0.95824935,0.02869977,0.28412777,0.01434989,2.62e-05,-9.61e-05,0.0010087,4.3157,32.9363,2.9922,Fine Point,87.19
58.3,0.9581067,0.02874772,0.28460237,0.01437385,-5.42e-05,3.2e-05,0.0009921,4.3261,32.9927,3.0007,Fine Point,35.85
58.4,0.95796382,0.02879564,0.28507688,0.01439783,-0.0001098,9.72e-05,0.0009986,4.3365,33.0491,3.0092,Fine Point,21.24
58.5,0.9578207,0.02884356,0.28555133,0.01442179,-9.5e-06,-2.83e-05,0.0010044,4.3469,33.1055,3.0178,Fine Point,19.31
58.6,0.95767735,0.02889149,0.28602571,0.01444574,9.19e-05,-8.36e-05,0.0009981,4.3573,33.1619,3.0263,Slewing,16.09
58.7,0.95753375,0.02893939,0.28650002,0.0144697,-3.17e-05,-0.0002133,0.0010086,4.3677,33.2182,3.0349,Slewing,27.92
58.8,0.95738992,0.0289873,0.28697425,0.01449365,3.8e-06,-5.07e-05,0.0009886,4.3781,33.2746,3.0435,Slewing,61.62
58.9,0.95724584,0.02903519,0.28744842,0.0145176,-0.0001738,-4.8e-06,0.0009949,4.3886,33.331,3.0521,Slewing,16.07
59.0,0.95710153,0.02908309,0.28792252,0.01454154,8e-06,2.91e-05,0.0010141,4.3991,33.3873,3.0607,Slewing,11.92
59.1,0.95695698,0.02913096,0.28839654,0.01456548,-5.02e-05,-9.94e-05,0.0009944,4.4096,33.4437,3.0694,Slewing,41.99
59.2,0.9568122,0.02917884,0.2888705,0.01458942,9.5e-06,2.61e-05,0.0009999,4.4201,33.5001,3.078,Slewing,78.57
59.3,0.95666717,0.0292267,0.28934438,0.01461336,9.75e-05,0.0001127,0.0009892,4.4306,33.5565,3.0867,Slewing,12.39
59.4,0.95652191,0.02927457,0.28981819,0.01463728,0.0001271,7.25e-05,0.0009976,4.4412,33.6128,3.0954,Slewing,52.26
59.5,0.95637641,0.02932241,0.29029194,0.01466121,-7.95e-05,1.48e-05,0.0010101,4.4517,33.6692,3.1041,Slewing,81.05
59.6,0.95623067,0.02937026,0.29076561,0.01468513,-4.89e-05,-3.89e-05,0.0010117,4.4623,33.7256,3.1129,Slewing,57.84
59.7,0.95608469,0.02941811,0.29123921,0.01470905,7.31e-05,0.00013,0.001008,4.4729,33.7819,3.1216,Slewing,2.81
59.8,0.95593848,0.02946593,0.29171275,0.01473297,-5.83e-05,2.28e-05,0.0009953,4.4835,33.8383,3.1304,Slewing,103.01
59.9,0.95579202,0.02951376,0.2921862,0.01475688,-0.0001058,-2.18e-05,0.0010136,4.4941,33.8946,3.1392,Slewing,20.98
60.0,0.95564534,0.02956157,0.29265958,0.01478079,-0.0001459,-2.11e-05,0.0009975,4.5048,33.951,3.148,Fine Point,19.67
60.1,0.95549841,0.02960938,0.2931329,0.01480469,-3.97e-05,-0.0001008,0.0009974,4.5155,34.0074,3.1568,Fine Point,9.14
60.2,0.95535124,0.02965719,0.29360614,0.01482859,-4.82e-05,4.67e-05,0.001,4.5261,34.0637,3.1657,Fine Point,109.41
60.3,0.95520384,0.02970498,0.29407932,0.01485249,5.6e-06,1.71e-05,0.0010017,4.5368,34.1201,3.1746,Fine Point,1.5
60.4,0.9550562,0.02975277,0.29455241,0.01487638,6.47e-05,-0.0001364,0.0010233,4.5476,34.1764,3.1834,Fine Point,48.81
60.5,0.95490832,0.02980055,0.29502544,0.01490027,0.000156,0.0001083,0.0009918,4.5583,34.2328,3.1923,Fine Point,68.83
60.6,0.9547602,0.02984832,0.29549839,0.01492416,0.0001153,3.27e-05,0.0010035,4.5691,34.2891,3.2013,Fine Point,40.44
60.7,0.95461185,0.02989609,0.29597128,0.01494804,-9.79e-05,-0.0001001,0.0010092,4.5798,34.3455,3.2102,Fine Point,20.1
60.8,0.95446326,0.02994385,0.29644409,0.01497192,-6.54e-05,3.18e-05,0.001007,4.5906,34.4018,3.2192,Fine Point,27.28
60.9,0.95431443,0.0299916,0.29691682,0.0149958,0.000145,1.37e-05,0.0010069,4.6014,34.4582,3.2281,Fine Point,2.6
61.0,0.95416536,0.03003934,0.29738948,0.01501967,2.74e-05,0.0001439,0.0009975,4.6123,34.5145,3.2371,Fine Point,68.81
61.1,0.95401606,0.03008708,0.29786207,0.01504354,0.0002003,5.67e-05,0.0009855,4.6231,34.5709,3.2462,Fine Point,45.27
61.2,0.95386652,0.03013481,0.29833459,0.0150674,-0.0003051,8e-07,0.0009959,4.634,34.6272,3.2552,Fine Point,86.06
61.3,0.95371674,0.03018253,0.29880704,0.01509126,0.0001146,-6.09e-05,0.0009999,4.6449,34.6836,3.2642,Fine Point,22.31
61.4,0.95356673,0.03023025,0.2992794,0.01511512,-6.36e-05,0.0001261,0.0009826,4.6558,34.7399,3.2733,Fine Point,73.24
61.5,0.95341647,0.03027796,0.2997517,0.01513897,7.2e-06,-5.29e-05,0.0010077,4.6667,34.7962,3.2824,Fine Point,75.53
61.6,0.95326598,0.03032565,0.30022393,0.01516283,-0.0001055,-0.0002554,0.0009981,4.6776,34.8526,3.2915,Fine Point,16.17
61.7,0.95311525,0.03037334,0.30069609,0.01518667,0.0002192,2.44e-05,0.0009886,4.6886,34.9089,3.3007,Fine Point,18.87
61.8,0.95296429,0.03042103,0.30116816,0.01521052,-6.1e-06,-0.0001182,0.0009995,4.6995,34.9653,3.3098,Fine Point,7.85
61.9,0.95281309,0.0304687,0.30164017,0.01523435,0.0001672,2.24e-05,0.0010052,4.7105,35.0216,3.319,Fine Point,25.81
62.0,0.95266165,0.03051637,0.30211209,0.01525818,-6.73e-05,3.24e-05,0.0010048,4.7216,35.0779,3.3282,Fine Point,13.01
62.1,0.95250997,0.03056404,0.30258395,0.01528202,-6.72e-05,5e-07,0.0009898,4.7326,35.1343,3.3374,Fine Point,50.44
62.2,0.95235806,0.03061169,0.30305573,0.01530584,1.2e-05,0.0001603,0.0010108,4.7436,35.1906,3.3466,Fine Point,3.89
62.3,0.95220591,0.03065934,0.30352744,0.01532967,3.85e-05,-3.74e-05,0.0009928,4.7547,35.2469,3.3559,Fine Point,80.13
62.4,0.95205353,0.03070698,0.30399907,0.01535348,0.0001717,4.36e-05,0.0009843,4.7658,35.3032,3.3651,Fine Point,46.64
62.5,0.9519009,0.03075461,0.30447063,0.01537731,2e-07,-7.21e-05,0.000999,4.7769,35.3596,3.3744,Fine Point,45.54
62.6,0.95174804,0.03080224,0.30494211,0.01540111,9.1e-06,3.21e-05,0.0010259,4.788,35.4159,3.3837,Fine Point,73.8
62.7,0.95159495,0.03084985,0.30541352,0.01542493,4.9e-05,-0.0001464,0.0010035,4.7992,35.4722,3.3931,Fine Point,100.0
62.8,0.95144161,0.03089746,0.30588485,0.01544873,-6.31e-05,-8.6e-06,0.0009975,4.8103,35.5285,3.4024,Fine Point,13.31
62.9,0.95128804,0.03094506,0.30635611,0.01547253,-0.0002475,1.3e-05,0.0010294,4.8215,35.5849,3.4118,Fine Point,49.97
63.0,0.95113423,0.03099266,0.3068273,0.01549632,4.8e-05,-1.96e-05,0.0010058,4.8327,35.6412,3.4212,Fine Point,55.97
63.1,0.95098019,0.03104024,0.3072984,0.01552012,1.9e-05,-6.49e-05,0.0009895,4.8439,35.6975,3.4306,Fine Point,2.46
63.2,0.95082591,0.03108782,0.30776943,0.01554392,-5.86e-05,1.23e-05,0.0010034,4.8552,35.7538,3.44,Fine Point,49.69
63.3,0.95067139,0.03113539,0.30824039,0.0155677,-6.69e-05,-5.24e-05,0.0009768,4.8664,35.8101,3.4495,Fine Point,60.52
63.4,0.95051664,0.03118295,0.30871128,0.01559148,5.99e-05,0.00019,0.0009756,4.8777,35.8665,3.4589,Fine Point,14.49
63.5,0.95036165,0.03123051,0.30918209,0.01561525,-6.19e-05,7.52e-05,0.0009897,4.889,35.9228,3.4684,Fine Point,9.59
63.6,0.95020642,0.03127807,0.30965282,0.01563903,-8.24e-05,-6.76e-05,0.0010138,4.9003,35.9791,3.4779,Slewing,102.92
63.7,0.95005096,0.03132561,0.31012347,0.0156628,-0.0001683,1.91e-05,0.0009963,4.9117,36.0354,3.4875,Slewing,9.18
63.8,0.94989525,0.03137314,0.31059405,0.01568657,7.03e-05,-4.69e-05,0.0009877,4.923,36.0917,3.497,Slewing,14.69
63.9,0.94973932,0.03142066,0.31106455,0.01571034,4.4e-05,8.74e-05,0.0009972,4.9344,36.148,3.5066,Slewing,38.32
64.0,0.94958314,0.03146818,0.31153498,0.01573409,-0.0001059,-4.36e-05,0.0009921,4.9458,36.2043,3.5162,Slewing,68.62
64.1,0.94942674,0.03151569,0.31200533,0.01575785,7.45e-05,0.0002098,0.0010199,4.9572,36.2606,3.5258,Slewing,2.61
64.2,0.94927009,0.03156319,0.3124756,0.01578159,-1.19e-05,-9.61e-05,0.0009914,4.9686,36.3169,3.5354,Slewing,29.26
64.3,0.94911321,0.03161069,0.3129458,0.01580534,-0.0001299,0.0001012,0.0009936,4.9801,36.3732,3.5451,Slewing,28.56
64.4,0.94895609,0.03165817,0.31341592,0.01582909,3.83e-05,-3e-06,0.0010235,4.9916,36.4295,3.5548,Slewing,103.4
64.5,0.94879874,0.03170566,0.31388596,0.01585282,0.0001646,0.0001635,0.0010089,5.0031,36.4858,3.5645,Slewing,72.3
64.6,0.94864115,0.03175312,0.31435593,0.01587656,0.0001656,-4.57e-05,0.0010001,5.0146,36.5421,3.5742,Slewing,46.29
64.7,0.94848332,0.03180059,0.31482581,0.0159003,-3.61e-05,-0.0001373,0.0009977,5.0261,36.5984,3.5839,Slewing,12.7
64.8,0.94832526,0.03184805,0.31529563,0.01592402,-7.89e-05,6.93e-05,0.0010002,5.0377,36.6547,3.5937,Slewing,56.98
64.9,0.94816696,0.03189549,0.31576536,0.01594775,8.34e-05,-4.49e-05,0.0009994,5.0493,36.711,3.6035,Slewing,11.53
65.0,0.94800843,0.03194293,0.31623502,0.01597147,-2.86e-05,-4.88e-05,0.0009811,5.0609,36.7673,3.6133,Fine Point,73.9
65.1,0.94784965,0.03199037,0.3167046,0.01599518,4.53e-05,6.03e-05,0.000987,5.0725,36.8236,3.6231,Fine Point,34.83
65.2,0.94769065,0.03203779,0.3171741,0.01601889,2.63e-05,4.23e-05,0.0010132,5.0841,36.8799,3.633,Fine Point,43.21
65.3,0.94753141,0.0320852,0.31764352,0.01604261,-0.000117,0.000104,0.001004,5.0958,36.9362,3.6428,Fine Point,3.31
65.4,0.94737193,0.03213261,0.31811287,0.0160663,0.0001725,-0.0001095,0.0010053,5.1075,36.9925,3.6527,Fine Point,45.55
65.5,0.94721221,0.03218001,0.31858214,0.01609001,-4.21e-05,-0.0001101,0.0009796,5.1192,37.0487,3.6626,Fine Point,21.61
65.6,0.94705227,0.03222741,0.31905133,0.0161137,-0.0001395,-8.38e-05,0.0010004,5.1309,37.105,3.6726,Fine Point,113.59
65.7,0.94689208,0.03227479,0.31952044,0.0161374,3.28e-05,-3.52e-05,0.000984,5.1426,37.1613,3.6825,Fine Point,39.37
65.8,0.94673166,0.03232217,0.31998948,0.01616108,3.11e-05,-7.28e-05,0.0010042,5.1544,37.2176,3.6925,Fine Point,80.38
65.9,0.946571,0.03236954,0.32045843,0.01618477,-3.6e-06,-1.08e-05,0.0010057,5.1662,37.2739,3.7025,Fine Point,50.69
66.0,0.94641011,0.0324169,0.32092731,0.01620845,0.0001414,9.86e-05,0.000991,5.178,37.3301,3.7125,Fine Point,25.63
66.1,0.94624898,0.03246425,0.32139611,0.01623213,-2.53e-05,0.0001031,0.0010029,5.1898,37.3864,3.7226,Fine Point,28.74
66.2,0.94608762,0.0325116,0.32186482,0.0162558,7.67e-05,8.63e-05,0.0009952,5.2017,37.4427,3.7326,Fine Point,0.4
66.3,0.94592602,0.03255893,0.32233347,0.01627947,-6.31e-05,-2.83e-05,0.0010051,5.2136,37.499,3.7427,Fine Point,79.32
66.4,0.94576418,0.03260627,0.32280203,0.01630313,2.37e-05,-6.08e-05,0.0010201,5.2254,37.5552,3.7528,Fine Point,10.83
66.5,0.94560211,0.03265358,0.32327051,0.0163268,-0.0002058,8.04e-05,0.001011,5.2374,37.6115,3.763,Fine Point,45.06
66.6,0.94543981,0.0327009,0.32373891,0.01635045,3.71e-05,2.03e-05,0.0010026,5.2493,37.6678,3.7731,Fine Point,12.86
66.7,0.94527727,0.03274821,0.32420723,0.0163741,7.19e-05,1.36e-05,0.0009832,5.2613,37.724,3.7833,Fine Point,7.85
66.8,0.94511449,0.0327955,0.32467548,0.01639775,7.85e-05,4.7e-06,0.0010142,5.2732,37.7803,3.7935,Fine Point,20.54
66.9,0.94495148,0.03284279,0.32514364,0.0164214,7.1e-06,-2.84e-05,0.0010043,5.2852,37.8366,3.8037,Fine Point,85.94
67.0,0.94478823,0.03289008,0.32561173,0.01644504,-8.6e-05,8.53e-05,0.0010076,5.2973,37.8928,3.814,Fine Point,9.28
67.1,0.94462475,0.03293734,0.32607973,0.01646868,-0.0001675,1.49e-05,0.0009928,5.3093,37.9491,3.8243,Fine Point,27.62
67.2,0.94446104,0.03298461,0.32654765,0.01649231,-3.81e-05,-8.34e-05,0.0009971,5.3214,38.0054,3.8345,Fine Point,33.94
67.3,0.94429708,0.03303187,0.3270155,0.01651593,-6.49e-05,7.72e-05,0.0009791,5.3335,38.0616,3.8449,Fine Point,87.24
67.4,0.9441329,0.03307911,0.32748327,0.01653956,0.0001266,-0.0001297,0.0010202,5.3456,38.1179,3.8552,Fine Point,1.96
67.5,0.94396848,0.03312636,0.32795094,0.01656318,-0.0001549,0.0001099,0.001002,5.3577,38.1741,3.8656,Fine Point,5.18
67.6,0.94380382,0.03317359,0.32841855,0.0165868,8.81e-05,8.58e-05,0.0010159,5.3699,38.2304,3.876,Fine Point,25.25
67.7,0.94363893,0.03322082,0.32888607,0.01661041,1e-06,0.0001097,0.0009921,5.3821,38.2866,3.8864,Fine Point,92.96
67.8,0.9434738,0.03326803,0.32935352,0.01663402,-0.0001463,-1.37e-05,0.0010143,5.3943,38.3429,3.8968,Fine Point,1.4
67.9,0.94330844,0.03331524,0.32982088,0.01665762,8.24e-05,-3.15e-05,0.0009864,5.4065,38.3991,3.9072,Fine Point,75.74
68.0,0.94314284,0.03336244,0.33028816,0.01668122,0.0001602,-3.1e-05,0.0009968,5.4187,38.4554,3.9177,Fine Point,32.79
68.1,0.94297701,0.03340963,0.33075536,0.01670481,-0.0001632,1.59e-05,0.0010025,5.431,38.5116,3.9282,Fine Point,44.52
68.2,0.94281094,0.03345682,0.33122247,0.0167284,0.000221,-8.9e-05,0.0009855,5.4433,38.5679,3.9388,Fine Point,10.95
68.3,0.94264464,0.03350399,0.33168952,0.01675199,-1.44e-05,-4.37e-05,0.0009898,5.4556,38.6241,3.9493,Fine Point,45.25
68.4,0.94247811,0.03355116,0.33215647,0.01677558,-4.78e-05,-0.0001962,0.0010125,5.4679,38.6803,3.9599,Fine Point,61.49
68.5,0.94231134,0.03359831,0.33262334,0.01679916,-5.3e-06,-2.48e-05,0.0009957,5.4803,38.7366,3.9705,Fine Point,0.28
68.6,0.94214433,0.03364547,0.33309014,0.01682273,0.0001656,-0.0002909,0.0010112,5.4927,38.7928,3.9811,Slewing,4.5
68.7,0.94197709,0.03369261,0.33355685,0.0168463,0.0001982,-0.0001509,0.0009876,5.5051,38.849,3.9917,Slewing,6.97
68.8,0.94180962,0.03373974,0.33402348,0.01686987,2.6e-06,6.11e-05,0.0010146,5.5175,38.9053,4.0024,Slewing,26.64
68.9,0.94164191,0.03378687,0.33449003,0.01689343,0.0002497,0.0001948,0.0010226,5.53,38.9615,4.0131,Slewing,21.0
69.0,0.94147396,0.03383399,0.33495649,0.01691699,-4.55e-05,8.72e-05,0.000997,5.5425,39.0177,4.0238,Slewing,78.24
69.1,0.94130579,0.0338811,0.33542287,0.01694055,-0.000124,-0.0002125,0.0009929,5.555,39.074,4.0346,Slewing,64.98
69.2,0.94113737,0.0339282,0.33588918,0.0169641,0.0001253,-6.61e-05,0.0009822,5.5675,39.1302,4.0453,Slewing,4.5
69.3,0.94096873,0.03397529,0.33635539,0.01698765,-3.54e-05,6.18e-05,0.0009798,5.58,39.1864,4.0561,Slewing,52.13
69.4,0.94079985,0.03402238,0.33682153,0.01701119,8.42e-05,3.62e-05,0.0010139,5.5926,39.2426,4.0669,Slewing,44.09
69.5,0.94063073,0.03406945,0.33728758,0.01703473,-2.28e-05,-0.0001439,0.0010057,5.6052,39.2989,4.0778,Slewing,127.02
69.6,0.94046138,0.03411652,0.33775355,0.01705826,-6.73e-05,2.81e-05,0.0009995,5.6178,39.3551,4.0886,Slewing,41.4
69.7,0.9402918,0.03416358,0.33821944,0.01708179,6.98e-05,5.87e-05,0.0009946,5.6305,39.4113,4.0995,Slewing,17.67
69.8,0.94012198,0.03421063,0.33868525,0.01710531,0.0001219,-4.65e-05,0.001006,5.6431,39.4675,4.1105,Slewing,31.12
69.9,0.93995193,0.03425768,0.33915097,0.01712883,-0.0001193,0.0001117,0.000995,5.6558,39.5237,4.1214,Slewing,61.96
70.0,0.93978165,0.03430471,0.33961661,0.01715235,3.66e-05,9.21e-05,0.0009848,5.6685,39.5799,4.1324,Fine Point,39.62
70.1,0.93961113,0.03435174,0.34008217,0.01717586,6.86e-05,-0.0002228,0.0010104,5.6813,39.6361,4.1433,Fine Point,52.63
70.2,0.93944037,0.03439875,0.34054764,0.01719938,-4e-05,-2.56e-05,0.0010195,5.6941,39.6924,4.1544,Fine Point,5.64
70.3,0.93926938,0.03444576,0.34101303,0.01722288,-7.41e-05,0.0001685,0.000998,5.7068,39.7486,4.1654,Fine Point,33.64
70.4,0.93909816,0.03449276,0.34147833,0.01724638,-2.41e-05,-5.11e-05,0.0009965,5.7197,39.8048,4.1765,Fine Point,81.09
70.5,0.93892671,0.03453976,0.34194355,0.01726988,0.0001094,-0.0001523,0.0010086,5.7325,39.861,4.1876,Fine Point,9.4
70.6,0.93875502,0.03458674,0.34240868,0.01729337,-0.0001527,-2.3e-06,0.0009972,5.7454,39.9172,4.1987,Fine Point,95.95
70.7,0.9385831,0.03463371,0.34287374,0.01731686,-0.0001262,-6.33e-05,0.0010018,5.7583,39.9734,4.2098,Fine Point,40.55
70.8,0.93841094,0.03468067,0.34333871,0.01734034,3.4e-05,-7.3e-06,0.0010021,5.7712,40.0296,4.221,Fine Point,26.75
70.9,0.93823855,0.03472764,0.34380359,0.01736381,-4.02e-05,-0.0001899,0.0010065,5.7841,40.0858,4.2322,Fine Point,14.3
71.0,0.93806593,0.03477459,0.34426839,0.01738729,-2.03e-05,-0.0002256,0.0010032,5.7971,40.142,4.2434,Fine Point,97.26
71.1,0.93789307,0.03482152,0.34473311,0.01741077,-1.19e-05,-8.35e-05,0.0010088,5.8101,40.1982,4.2547,Fine Point,101.26
71.2,0.93771998,0.03486845,0.34519774,0.01743423,1.13e-05,1.76e-05,0.0009918,5.8231,40.2543,4.2659,Fine Point,32.81
71.3,0.93754665,0.03491538,0.34566229,0.01745769,-9.13e-05,1.54e-05,0.000997,5.8361,40.3105,4.2772,Fine Point,12.18
71.4,0.9373731,0.0349623,0.34612675,0.01748115,-1.19e-05,-8.06e-05,0.0010138,5.8492,40.3667,4.2885,Fine Point,36.12
71.5,0.9371993,0.03500921,0.34659113,0.0175046,-4.32e-05,-1.34e-05,0.0009921,5.8623,40.4229,4.2999,Fine Point,79.26
71.6,0.93702528,0.0350561,0.34705542,0.01752805,2.22e-05,-2.49e-05,0.0010078,5.8754,40.4791,4.3113,Fine Point,17.01
71.7,0.93685102,0.03510299,0.34751962,0.0175515,-7.4e-05,-0.0001083,0.0009893,5.8885,40.5353,4.3227,Fine Point,20.49
71.8,0.93667653,0.03514988,0.34798375,0.01757494,5.48e-05,-4.13e-05,0.0010022,5.9017,40.5915,4.3341,Fine Point,31.09
71.9,0.9365018,0.03519674,0.34844779,0.01759837,-5.51e-05,-7.72e-05,0.0010029,5.9149,40.6476,4.3456,Fine Point,18.22
72.0,0.93632685,0.03524361,0.34891173,0.0176218,4.37e-05,-0.0001928,0.0009797,5.9281,40.7038,4.357,Fine Point,99.72
72.1,0.93615165,0.03529046,0.3493756,0.01764524,-2.6e-05,-5.48e-05,0.0010088,5.9414,40.76,4.3686,Fine Point,16.25
72.2,0.93597623,0.03533732,0.34983937,0.01766866,-0.0002377,3.94e-05,0.0010089,5.9546,40.8161,4.3801,Fine Point,40.46
72.3,0.93580057,0.03538415,0.35030307,0.01769207,-5.63e-05,9.06e-05,0.0010095,5.9679,40.8723,4.3917,Fine Point,64.35
72.4,0.93562468,0.03543098,0.35076668,0.01771549,1.6e-06,5.03e-05,0.0009932,5.9812,40.9285,4.4033,Fine Point,25.67
72.5,0.93544856,0.0354778,0.3512302,0.0177389,-5.06e-05,-3.5e-05,0.0009995,5.9946,40.9847,4.4149,Fine Point,86.43
72.6,0.9352722,0.03552461,0.35169364,0.01776231,0.0001488,-8.3e-06,0.0010094,6.008,41.0408,4.4265,Fine Point,29.79
72.7,0.93509561,0.03557141,0.35215699,0.01778571,4.08e-05,-8.93e-05,0.0009927,6.0214,41.097,4.4382,Fine Point,40.1
72.8,0.93491879,0.03561821,0.35262025,0.0178091,4.97e-05,3.6e-06,0.0010103,6.0348,41.1531,4.4499,Fine Point,49.69
72.9,0.93474173,0.03566499,0.35308343,0.0178325,5.99e-05,-3.88e-05,0.0009747,6.0483,41.2093,4.4616,Fine Point,76.72
73.0,0.93456444,0.03571177,0.35354651,0.01785588,-0.0001526,1.98e-05,0.0010111,6.0617,41.2655,4.4734,Fine Point,37.52
73.1,0.93438692,0.03575854,0.35400952,0.01787927,-0.0003334,0.0002978,0.0009975,6.0753,41.3216,4.4852,Fine Point,40.25
73.2,0.93420917,0.03580529,0.35447243,0.01790265,6.26e-05,6.28e-05,0.0009955,6.0888,41.3778,4.497,Fine Point,96.98
73.3,0.93403118,0.03585205,0.35493526,0.01792602,-9.91e-05,-2.38e-05,0.000997,6.1024,41.4339,4.5088,Fine Point,47.65
73.4,0.93385296,0.03589879,0.355398,0.01794939,7.19e-05,-0.0001594,0.0009964,6.116,41.4901,4.5207,Fine Point,3.42
73.5,0.93367451,0.03594552,0.35586065,0.01797276,6.48e-05,-0.0001063,0.0010061,6.1296,41.5462,4.5326,Fine Point,65.93
73.6,0.93349583,0.03599225,0.35632322,0.01799612,1.5e-06,-6.82e-05,0.0009973,6.1432,41.6024,4.5445,Slewing,20.97
73.7,0.93331691,0.03603896,0.3567857,0.01801948,9.97e-05,-0.0001175,0.0010109,6.1569,41.6585,4.5565,Slewing,1.82
73.8,0.93313776,0.03608566,0.35724809,0.01804284,-1.11e-05,2.6e-05,0.000987,6.1706,41.7146,4.5684,Slewing,33.04
73.9,0.93295838,0.03613236,0.3577104,0.01806618,6.56e-05,4.04e-05,0.0010001,6.1843,41.7708,4.5804,Slewing,21.02
74.0,0.93277876,0.03617905,0.35817262,0.01808952,5.97e-05,5.94e-05,0.001006,6.1981,41.8269,4.5925,Slewing,6.45
74.1,0.93259892,0.03622574,0.35863474,0.01811287,0.000145,-2.1e-05,0.001,6.2119,41.8831,4.6045,Slewing,15.37
74.2,0.93241884,0.0362724,0.35909678,0.0181362,0.0002043,-7.24e-05,0.0009967,6.2257,41.9392,4.6166,Slewing,59.51
74.3,0.93223853,0.03631906,0.35955874,0.01815954,7.41e-05,8.94e-05,0.0009915,6.2395,41.9953,4.6288,Slewing,101.44
74.4,0.93205798,0.03636572,0.3600206,0.01818286,0.0001365,-2.7e-06,0.0009848,6.2534,42.0515,4.6409,Slewing,5.07
74.5,0.93187721,0.03641236,0.36048238,0.01820618,-1.58e-05,-2.58e-05,0.0010054,6.2673,42.1076,4.6531,Slewing,6.32
74.6,0.9316962,0.036459,0.36094406,0.0182295,4.3e-05,-5.47e-05,0.0010084,6.2812,42.1637,4.6653,Slewing,47.32
74.7,0.93151496,0.03650563,0.36140566,0.01825281,-6.76e-05,-4.4e-05,0.0009986,6.2952,42.2198,4.6776,Slewing,51.9
74.8,0.93133349,0.03655224,0.36186717,0.01827612,-7.39e-05,-2.39e-05,0.0009965,6.3092,42.2759,4.6898,Slewing,24.13
74.9,0.93115178,0.03659885,0.3623286,0.01829942,-0.0002315,6.56e-05,0.0009894,6.3232,42.3321,4.7021,Slewing,106.25
75.0,0.93096985,0.03664544,0.36278993,0.01832273,4.2e-05,5.29e-05,0.0009946,6.3372,42.3882,4.7145,Fine Point,28.81
75.1,0.93078768,0.03669203,0.36325117,0.01834602,-9.65e-05,-0.0001069,0.0009971,6.3513,42.4443,4.7268,Fine Point,62.79
75.2,0.93060528,0.03673862,0.36371232,0.01836931,-7.17e-05,-9.58e-05,0.0010095,6.3654,42.5004,4.7392,Fine Point,79.62
75.3,0.93042265,0.03678519,0.36417339,0.01839259,-7.13e-05,0.000161,0.0009813,6.3795,42.5565,4.7516,Fine Point,88.88
75.4,0.93023979,0.03683175,0.36463436,0.01841588,1.2e-06,7.93e-05,0.0009851,6.3937,42.6126,4.7641,Fine Point,14.91
75.5,0.93005669,0.03687831,0.36509525,0.01843915,-7.45e-05,4.94e-05,0.0010186,6.4079,42.6687,4.7765,Fine Point,58.09
75.6,0.92987336,0.03692485,0.36555605,0.01846243,9.9e-06,-5.54e-05,0.0010024,6.4221,42.7248,4.7891,Fine Point,38.17
75.7,0.9296898,0.03697139,0.36601676,0.01848569,0.0002277,0.000161,0.0010043,6.4363,42.7809,4.8016,Fine Point,121.26
75.8,0.92950601,0.03701791,0.36647737,0.01850896,1.05e-05,-5.03e-05,0.0009799,6.4506,42.837,4.8142,Fine Point,16.9
75.9,0.92932199,0.03706444,0.3669379,0.01853221,-0.0001538,-9.6e-05,0.0010076,6.4649,42.8931,4.8268,Fine Point,26.17
76.0,0.92913774,0.03711095,0.36739833,0.01855547,-7.32e-05,-3.57e-05,0.0009994,6.4793,42.9492,4.8394,Fine Point,22.64
76.1,0.92895325,0.03715745,0.36785869,0.01857872,8.35e-05,2.6e-05,0.0010001,6.4936,43.0053,4.8521,Fine Point,31.56
76.2,0.92876853,0.03720393,0.36831894,0.01860197,5.19e-05,-0.0001413,0.0010031,6.508,43.0614,4.8648,Fine Point,61.47
76.3,0.92858359,0.03725041,0.36877911,0.0186252,7.49e-05,-6.85e-05,0.0009935,6.5225,43.1175,4.8775,Fine Point,21.22
76.4,0.92839841,0.03729689,0.36923919,0.01864844,-6.13e-05,-0.0001457,0.000997,6.5369,43.1736,4.8902,Fine Point,23.19
